id,release_year,main_genre,director,vote_average,vote_count,profit
888,1994,Fantasy,Brian Levant,5.0,543,295631208
82675,2012,Action,Olivier Megaton,6.1,2757,331141306
4256,2003,Comedy,David Zucker,5.8,912,172673217
1493,2000,Comedy,Donald Petrie,6.1,961,167000000
88751,2008,Action,Eric Brevig,5.8,1309,56702060
11130,2004,Comedy,Garry Marshall,6.0,697,55149435
9944,1993,Drama,Alan J. Pakula,6.3,371,150268056
10731,1994,Drama,Joel Schumacher,6.4,278,72615211
7350,2007,Drama,Rob Reiner,7.0,1111,130372502
9869,1992,Drama,Phillip Noyce,6.3,433,133051587
4379,2005,Romance,Robert Luketic,5.6,406,111749918
146233,2013,Drama,Denis Villeneuve,7.9,3085,76126687
2034,2001,Action,Antoine Fuqua,7.3,1634,59876233
926,1999,Comedy,Dean Parisot,6.9,710,45683916
4248,2001,Comedy,Keenen Ivory Wayans,5.4,982,96220678
64328,2011,Comedy,James Bobin,6.5,501,120184237
36647,1998,Horror,Stephen Norrington,6.5,1905,86183530
7214,2005,Drama,Thomas Carter,7.3,496,46669806
1537,2002,Action,Roger Michell,5.9,299,49935764
9360,1997,Adventure,Luis Llosa,4.7,610,91885767
6282,2000,Comedy,David McNally,5.8,575,68916474
508,2003,Comedy,Richard Curtis,7.0,1869,204931766
9487,1998,Adventure,Andrew Stanton,6.8,2303,243258859
768,2001,Horror,Albert Hughes,6.6,741,39558115
2636,1994,Action,Luis Llosa,5.5,313,125362582
10478,1996,Comedy,Ron Shelton,5.9,150,8854588
27983,1968,Comedy,Melville Shavelson,6.2,26,0
9981,2005,Romance,Jesse Dylan,5.6,176,11070433
7453,2005,Adventure,Garth Jennings,6.6,1315,54478416
15045,2004,Comedy,Joel Zwick,4.3,69,0
7737,2007,Horror,Russell Mulcahy,6.1,1292,103412065
232672,2014,Comedy,Frank Coraci,6.6,1006,83494610
17379,2006,Adventure,Wayne Wang,6.4,119,-6600039
8987,1994,Action,Curtis Hanson,6.1,210,-45000000
11359,1995,Adventure,Frank Oz,5.9,134,-45000000
82525,2012,Crime,Oliver Stone,6.2,766,37966152
9759,2004,Action,David R. Ellis,6.1,537,31422687
9486,2003,Adventure,Peter Howitt,6.0,852,120583018
9906,2006,Fantasy,John A. Davis,5.5,366,5181129
841,1984,Action,David Lynch,6.5,562,-9074310
4688,2007,Adventure,Julie Taymor,7.1,410,0
4148,2008,Drama,Sam Mendes,6.7,796,40225693
2207,2006,Action,Richard Donner,6.2,661,10664721
9381,2008,Action,Mathieu Kassovitz,5.4,676,2108608
9625,1996,Action,John Gray,4.7,100,-45000000
9304,1996,Comedy,Harold Ramis,5.5,154,-45000000
20856,2009,Adventure,John Schultz,5.3,244,12881056
5955,2001,Crime,Sean Penn,6.5,215,-5600000
9899,2005,Comedy,Susan Stroman,6.1,151,-6941665
9826,1996,Adventure,Simon Wincer,4.7,136,-27699111
21355,2000,Drama,Billy Bob Thornton,5.8,60,-57000000
10858,1995,History,Oliver Stone,7.1,71,-30318235
11439,2010,Thriller,Roman Polanski,6.7,670,15222298
9457,1998,Adventure,Stephen Sommers,6.0,154,-33796974
12412,2008,Drama,Spike Lee,6.3,90,-35676167
1494,2006,Action,Zhang Yimou,6.6,203,-110
13184,2008,Action,Danny Pang,5.0,332,-2512610
2185,2002,Action,Barry Sonnenfeld,6.3,80,-31506110
6639,2007,Drama,Mike Newell,6.4,81,-40392392
38153,1997,Action,George P. Cosmatos,4.0,11,-42845460
58233,2011,Crime,Oliver Parker,6.0,1007,115078586
116977,2012,Animation,Lawrence Kasanoff,2.3,28,-64926294
68734,2012,Drama,Ben Affleck,7.1,3423,187824128
5503,1993,Adventure,Andrew Davis,7.2,1220,324875760
27573,2010,Action,Andy Tennant,5.5,858,96000000
819,1996,Crime,Barry Levinson,7.3,715,121615285
1369,1985,Action,George P. Cosmatos,6.3,864,256400432
9623,1996,Drama,Brian Gibson,5.5,89,-44000000
10895,1940,Animation,Ben Sharpsteen,6.9,1355,81700000
10935,1980,Action,Michael Cimino,6.4,55,-40515669
834,2006,Fantasy,Len Wiseman,6.4,1528,61340801
228066,2015,Drama,Paul McGuigan,5.6,685,-5772702
711,2000,Drama,Gus Van Sant,7.0,302,37049764
10468,2000,Comedy,Betty Thomas,6.0,208,-43000000
10027,2005,Action,Louis Leterrier,6.6,518,5871113
11812,2002,Romance,Roger Kumble,5.3,280,25696770
37233,1993,Drama,Sydney Pollack,6.6,501,228248367
37950,2010,Drama,Burr Steers,6.8,566,4190704
27582,2011,Action,Simon West,6.3,1045,11070807
64688,2012,Action,Phil Lord,6.7,4074,159585328
509,1999,Romance,Roger Michell,7.0,1262,321889678
7443,2000,Animation,Nick Park,6.5,1150,179834564
5966,2004,Comedy,John Hamburg,5.8,773,129963386
11066,1992,Comedy,Reginald Hudlin,5.4,134,30100000
136795,2013,Action,Paul Feig,6.5,1575,115674180
8095,1963,Drama,Joseph L. Mankiewicz,6.7,146,39885000
87826,2012,Comedy,Frank Coraci,6.0,593,73100172
11560,2002,Drama,Carl Franklin,6.1,184,21781810
25189,1996,Comedy,Barbra Streisand,6.5,47,-42000000
2637,2002,Drama,Mark Pellington,6.1,305,23157539
18480,2009,Comedy,Larry Charles,5.4,518,-42000000
709,1989,Adventure,John Glen,5.9,541,124167015
49730,2011,Fantasy,Catherine Hardwicke,5.6,922,47162162
2749,2001,Action,John Herzfeld,5.7,191,-3640020
9607,1993,Adventure,Annabel Jankel,4.0,232,-27084535
1830,2005,Crime,Andrew Niccol,7.0,1335,-17872105
79,2002,Drama,Zhang Yimou,7.2,635,146394432
54054,2012,Action,Julie Anne Robinson,5.3,388,-3106279
228967,2014,Action,Seth Rogen,6.1,2304,-31657368
46528,2010,Adventure,Sngmoo Lee,6.3,136,-30912431
27936,2009,Action,Jean-Pierre Jeunet,6.8,148,-19000000
65,2002,Drama,Curtis Hanson,6.8,1626,174000000
280391,2015,Adventure,Jamel Debbouze,5.3,125,0
9476,2001,Adventure,Brian Helgeland,6.6,907,52487473
10610,2003,Thriller,Gordon Chan,5.3,281,-41000000
745,1999,Mystery,M. Night Shyamalan,7.7,3147,632806292
49527,2012,Action,Asger Leth,6.2,925,4221189
73937,2011,Comedy,David Frankel,5.6,248,-33551615
1885,1984,Drama,John G. Avildsen,6.9,891,82815558
168672,2013,Drama,David O. Russell,6.8,2807,211171807
18240,2009,Comedy,Anne Fletcher,6.7,1804,277375031
10398,1999,Crime,Bruce Beresford,6.2,278,107841558
165,1989,Adventure,Robert Zemeckis,7.4,3829,292000000
240832,2014,Action,Luc Besson,6.3,5878,86546825
216015,2015,Drama,Sam Taylor-Johnson,5.2,3254,531006128
12279,2003,Action,Robert Rodriguez,4.7,511,159011982
1645,1996,Crime,Joel Schumacher,7.0,509,112266007
11007,2003,Comedy,Shawn Levy,6.0,699,150212113
193756,2013,Action,Peter Berg,7.4,1526,109295601
11287,1992,Comedy,Penny Marshall,6.7,354,67458785
259693,2016,Horror,James Wan,7.0,1949,280170008
37799,2010,Drama,David Fincher,7.1,3391,184920315
10184,2009,Comedy,Ken Kwapis,6.2,959,137259441
4257,2006,Comedy,David Zucker,5.3,750,133262620
4234,2000,Horror,Wes Craven,5.7,736,121834276
196,1990,Adventure,Robert Zemeckis,7.1,2900,204527583
257091,2015,Comedy,Etan Cohen,5.9,944,71811453
6114,1992,Romance,Francis Ford Coppola,7.1,1056,175862692
24803,2009,Romance,Nora Ephron,6.6,560,89540499
109410,2013,Drama,Brian Helgeland,6.8,787,55020213
1213,1999,Thriller,Anthony Minghella,7.0,767,88798265
100042,2014,Comedy,Bobby Farrelly,5.4,1127,129837010
9036,2006,Adventure,Frank Marshall,6.7,542,80455994
257211,2015,Comedy,Nancy Meyers,7.1,1881,159564672
323675,2016,Action,Tim Story,6.1,555,84827316
9361,1992,Action,Michael Mann,7.1,732,35505856
1677,2004,Drama,Taylor Hackford,7.2,467,84731534
187,2005,Action,Robert Rodriguez,7.2,2691,118733820
7461,2008,Drama,Pete Travis,6.2,716,111161491
16538,2009,Comedy,John Hamburg,6.5,515,50636986
9889,2001,Comedy,Bobby Farrelly,5.7,731,101069860
820,1991,Drama,Oliver Stone,7.5,502,165405498
11565,2006,Comedy,John Whitesell,5.4,371,98259062
6073,2001,Action,Gore Verbinski,5.8,441,90845033
16996,2009,Comedy,Burr Steers,6.1,1350,116267476
193610,2014,Comedy,Nick Cassavetes,6.2,1437,156781193
19912,2009,Horror,David R. Ellis,5.4,831,146167139
296098,2015,Thriller,Steven Spielberg,7.2,2583,125478348
8007,2001,Action,John Moore,6.0,457,51753202
32823,2010,Comedy,Nicholas Stoller,5.9,612,50029656
4380,2004,Drama,Peter Chelsom,5.9,297,120128460
11551,1998,Comedy,Joe Dante,6.2,511,14682547
10336,1997,Action,Mark A.Z. Dippé,5.0,336,47840042
11362,2002,Action,Kevin Reynolds,7.3,453,40395048
50348,2011,Crime,Brad Furman,7.0,902,45412898
48138,2011,Action,Jaume Collet-Serra,6.5,1265,100786397
1124,2006,Drama,Christopher Nolan,8.0,4391,69676311
227159,2014,Comedy,Sean Anders,6.1,1536,65670357
68179,2013,Animation,Callan Brunker,5.7,332,34597643
1579,2006,Action,Mel Gibson,7.3,1221,80175290
708,1987,Action,John Glen,6.2,440,151185897
34851,2010,Action,Nimród Antal,6.0,1206,86248813
9930,1986,Comedy,Ivan Reitman,5.8,51,0
1586,2004,Thriller,David Koepp,6.4,972,52913171
2044,2006,Romance,Alejandro Agresti,6.5,670,74830111
9913,2005,Drama,Iain Softley,6.4,573,48974818
71864,2012,Fantasy,Peter Hedges,6.5,386,51854875
10761,2008,Comedy,Paul Weiland,6.0,394,44601681
209451,2014,Music,Clint Eastwood,6.8,255,27347013
11975,1997,Drama,Francis Ford Coppola,6.7,235,5916769
4970,2003,Horror,Mathieu Kassovitz,5.8,629,101591324
11831,1997,Drama,Steven Spielberg,6.8,316,38000000
9096,1992,Adventure,John McTiernan,5.8,114,-40000000
440,2007,Fantasy,Colin Strause,4.9,740,1797066
11011,1994,Comedy,Donald Petrie,5.4,415,-40000000
10641,2000,Drama,Joan Chen,5.7,135,-65000000
11172,2007,Comedy,Marc Lawrence,6.2,554,105896422
39513,2011,Adventure,Greg Mottola,6.5,1789,57552050
82687,2012,Comedy,Anne Fletcher,5.4,284,1863726
41446,2011,Horror,Wes Craven,6.1,902,57138686
8224,1999,Thriller,Joel Schumacher,6.1,474,56618699
10537,1991,Drama,Oliver Stone,6.7,275,-3583107
225886,2014,Comedy,Jake Kasdan,5.3,1695,86069509
10385,2000,Comedy,Diane Keaton,5.0,40,-3962091
55779,2011,Horror,Steven Quale,5.9,866,110887643
10154,1999,Comedy,Kelly Makin,5.3,140,0
10647,2000,Drama,Mimi Leder,7.0,432,15707411
11431,2005,Comedy,Bobby Farrelly,5.9,182,20451307
8457,2008,Comedy,Steven Brill,5.5,275,-40000000
188161,2014,Comedy,Seth MacFarlane,5.8,1468,0
8850,1994,Adventure,Russell Mulcahy,5.4,138,23063435
64685,2011,Drama,Stephen Daldry,6.9,708,15247881
38357,2010,Comedy,Roger Michell,6.1,412,18785180
10060,2005,Drama,Jim Sheridan,6.3,186,6442528
11398,2000,Crime,Christian Duguay,5.6,135,-9800895
1833,2005,Drama,Chris Columbus,6.7,155,-8329380
10391,2000,Drama,Chuck Russell,4.9,71,-40000000
8970,1999,Comedy,Sam Weisman,5.0,45,-46000000
9306,1996,Fantasy,John Frankenheimer,4.6,147,9627779
11370,2001,Action,Peter Hyams,5.2,56,-12946185
12184,2008,Drama,Justin Chadwick,6.4,477,-35000000
1921,2001,Drama,Pat O'Connor,6.4,278,25754228
1683,2007,Horror,Stephen Hopkins,5.4,205,22771059
203,1973,Drama,Martin Scorsese,7.2,345,2500000
11858,1994,Comedy,Penny Marshall,5.9,81,-15667676
62835,2011,Action,Olivier Megaton,6.5,824,20965854
18937,1998,Fantasy,Frederik Du Chau,6.9,190,-1827500
13536,2002,Crime,Michael Caton-Jones,5.7,92,-17566085
15556,1999,Drama,Irwin Winkler,5.9,48,0
10718,2004,Action,Joseph Kahn,4.7,119,6546197
11062,1996,Drama,Harold Becker,6.0,67,0
10802,1995,Drama,Paul Verhoeven,4.9,256,-24649246
1887,2006,Drama,Sofia Coppola,6.5,642,20474340
6071,1995,Action,Barbet Schroeder,5.7,81,-40000000
10461,2000,Action,Stephen T. Kay,4.8,145,-44187007
80278,2012,Thriller,Juan Antonio Bayona,7.0,2025,138274123
12704,1987,Action,Elaine May,4.2,28,-40624819
10315,2009,Adventure,Wes Anderson,7.5,1176,6471023
16643,2002,Comedy,Stephen Herek,5.7,124,-23127329
2687,1992,Comedy,John Carpenter,5.7,125,-25641967
194,2001,Comedy,Jean-Pierre Jeunet,7.8,3310,163921954
11025,2004,Comedy,Dennie Gordon,5.5,185,0
8849,2004,Comedy,Charles Shyer,5.6,248,-46604061
78698,2012,Adventure,Ken Kwapis,6.6,152,-15280785
30943,1999,Drama,Ulu Grosbard,5.9,54,-9878900
9544,2002,Horror,William Malone,3.2,105,-21097985
24418,2009,Adventure,Paul Weitz,5.5,348,-11830329
7288,2003,Action,Danny DeVito,5.9,482,-20677865
14655,2008,Comedy,Malcolm D. Lee,6.3,47,0
24575,1980,Action,Jerry Jameson,5.2,21,0
10366,1999,Action,Mic Rodgers,4.2,135,-34332107
19898,2009,Action,Christian Alvart,6.5,774,-12354673
4965,2001,Action,Gary Fleder,6.1,135,-40000000
15074,2002,Action,Christian Duguay,5.0,28,-29040525
56715,2001,Comedy,Jean-Marie Poiré,4.8,171,0
1272,2007,Science Fiction,Danny Boyle,7.0,1182,-17982197
72358,2012,Drama,Brian Robbins,6.0,373,-17955723
20542,2008,Adventure,Marc F. Adler,5.4,15,-40000000
266396,2015,Action,Pierre Morel,5.5,392,-26355708
9978,2006,Adventure,Geoffrey Sax,5.1,213,-16062130
8271,2007,Thriller,D.J. Caruso,6.6,1006,97760134
10428,1995,Action,Iain Softley,6.2,398,-12436272
5353,2007,Action,Richard Shepard,6.6,96,0
11934,1994,Comedy,Joel Coen,7.1,275,-30000000
14392,2007,Action,Peter Chan,6.3,83,-40000000
19495,2005,Action,Sergei Bodrov Jr.,4.3,17,-25000000
110415,2013,Action,Bong Joon-ho,6.7,2854,47558912
77459,2011,Adventure,Bibo Bergeron,6.5,313,-25000000
26486,2004,Action,Jeff Nathanson,5.9,15,0
9495,1994,Fantasy,Alex Proyas,7.3,953,79000000
256040,2015,Action,S.S. Rajamouli,7.5,135,60000000
24420,2009,Drama,Robert Schwentke,6.7,798,62229792
1257,2007,Comedy,Michael Lehmann,5.8,191,69485490
62214,2012,Animation,Tim Burton,6.6,932,-3712212
16320,2005,Science Fiction,Joss Whedon,7.4,1264,-130536
8842,2004,Romance,Charles S. Dutton,4.5,32,-32385720
9531,1983,Comedy,Richard Lester,5.3,490,36850624
64807,2013,Comedy,Peter Segal,6.0,433,4907260
12289,2008,Adventure,John Woo,7.1,205,47473609
11529,2002,Comedy,Andy Tennant,6.0,394,150622424
20943,2009,Comedy,Robert Luketic,6.4,972,167298907
9099,1996,Comedy,Jonathan Lynn,5.5,94,0
9488,2002,Action,Robert Rodriguez,5.3,521,81723358
193,1994,Science Fiction,David Carson,6.4,452,82000000
44865,2013,Action,Wong Kar-wai,6.3,273,60216736
55787,2011,Drama,Francis Lawrence,6.7,850,76156230
257932,2014,Adventure,Yuefeng Song,6.8,19,-40000000
10400,1999,Drama,Norman Jewison,7.2,396,23956241
1957,2002,Drama,Michael Apted,6.2,264,13801187
10833,2001,Crime,David Mirkin,5.7,254,-35000000
256961,2015,Action,Andy Fickman,5.0,567,69597242
5852,2001,Drama,Luis Mandoki,5.6,88,-23300000
12312,2001,Comedy,John Pasquin,5.5,40,-38000000
622,1999,Horror,Roman Polanski,6.3,756,20401898
11306,1996,Drama,Michael Apted,5.7,80,-20619874
12508,2001,Music,Stephen Herek,6.0,190,-40008098
25793,2009,Drama,Lee Daniels,6.9,417,37536959
10534,1996,Action,Ridley Scott,6.3,86,-27700000
1091,1982,Horror,John Carpenter,7.8,1588,4629760
87421,2013,Science Fiction,David Twohy,6.2,2035,60337295
10871,1997,Action,Jeb Stuart,5.8,52,-30517805
13503,2001,Action,Steve Miner,5.4,19,0
13600,2008,Adventure,Gil Kenan,6.2,605,-37130952
68722,2012,Drama,Paul Thomas Anderson,7.0,701,-3741940
14324,2007,Adventure,David Leland,4.3,75,-32589251
14325,2008,Drama,Gary Fleder,7.1,71,-30206504
299687,2016,Adventure,J Blakeson,5.6,1945,71906372
312221,2015,Drama,Ryan Coogler,7.3,1915,136567581
23168,2010,Crime,Ben Affleck,7.0,1468,117026136
76494,2012,Romance,Kirk Jones,5.8,594,39700000
4944,2008,Comedy,Joel Coen,6.5,1222,126720069
10488,2008,Adventure,Jennifer Flackett,5.6,330,63076342
96721,2013,Drama,Ron Howard,7.7,2277,52247624
334,1999,Drama,Paul Thomas Anderson,7.5,825,11451803
23742,2010,Action,Kevin Smith,5.3,511,25583804
259694,2016,Comedy,Christian Ditter,5.9,1201,74343513
62837,2011,Drama,Charles Martin Smith,6.7,163,58404397
8966,2008,Adventure,Catherine Hardwicke,5.8,3561,355616625
8470,2002,Drama,Nick Cassavetes,7.0,594,66244770
11001,1999,Action,Les Mayfield,6.1,352,52758500
138832,2013,Comedy,Rawson Marshall Thurber,6.8,2972,232994119
16911,2008,Action,Fyodor Bondarchuk,5.3,23,-14665155
2163,1997,Drama,Jonathan Mostow,6.6,198,14159144
36670,1983,Adventure,Irvin Kershner,5.8,338,124000000
23048,2010,Science Fiction,Steve Pink,6.0,894,28572262
227735,2014,Family,Charles Martin Smith,6.7,96,16424533
2155,2000,Thriller,John Frankenheimer,5.4,173,-9831030
8409,2003,Action,F. Gary Gray,5.8,258,8350926
222936,2015,Drama,Cameron Crowe,5.2,692,-10749980
31908,1996,History,Rob Reiner,6.2,40,0
10219,1999,Drama,Scott Hicks,6.3,32,0
48171,2011,Drama,Mikael Håfström,5.8,556,59047633
782,1997,Thriller,Andrew Niccol,7.5,1808,-23467223
75531,2000,Drama,Andrew Bergman,4.6,14,-32996704
11802,2008,Animation,Kirk De Micco,5.2,99,26800345
9776,2003,Comedy,Chris Rock,5.3,71,0
18785,2009,Comedy,Todd Phillips,7.2,6173,424270619
365222,2015,Action,Wilson Yip,6.5,379,120844753
817,1999,Adventure,Jay Roach,6.2,1011,277940086
268,1989,Fantasy,Tim Burton,7.0,2096,376348924
45054,2011,Drama,Roland Joffé,5.9,27,0
943,1992,Adventure,Richard Donner,6.4,811,286731527
22881,2009,Drama,John Lee Hancock,7.2,1597,280208309
10054,2001,Action,Robert Rodriguez,5.5,867,112934180
51540,2011,Comedy,Seth Gordon,6.5,2277,82000000
44264,2010,Drama,Joel Coen,7.2,1668,214276927
350,2006,Comedy,David Frankel,7.0,3088,291551094
152,1979,Science Fiction,Robert Wise,6.2,530,104000000
109431,2013,Comedy,Seth Gordon,5.6,1645,138965010
1598,1991,Crime,Martin Scorsese,7.0,675,147300000
8065,2008,Drama,Robert Luketic,6.5,1375,34823199
271718,2015,Comedy,Judd Apatow,5.9,1181,105795793
11638,2005,Comedy,Kevin Rodney Sullivan,5.5,225,33915888
409,1996,Drama,Anthony Minghella,7.0,542,204976425
2118,1997,Crime,Curtis Hanson,7.7,1310,91216940
11459,2005,Adventure,Mike Mitchell,5.8,550,51369815
10806,1997,Comedy,Frank Oz,6.3,177,-35000000
9348,1995,Science Fiction,Roger Donaldson,5.5,453,78374103
377,1984,Horror,Wes Craven,7.2,1180,23704513
8843,2000,Horror,Tarsem Singh,6.0,436,71155843
9313,1998,Action,Randall Wallace,6.3,1018,0
39486,2010,Drama,Randall Wallace,6.8,103,25251371
1273,2007,Adventure,Kevin Munroe,6.0,345,61608995
13920,2003,Drama,Mike Tollin,6.8,141,20277485
50544,2011,Romance,Will Gluck,6.5,2237,115483765
325133,2016,Comedy,Nicholas Stoller,5.6,1462,73758521
140823,2013,Comedy,John Lee Hancock,7.3,1226,77544580
1883,1992,Drama,Spike Lee,7.2,370,14169908
89492,2012,Comedy,Judd Apatow,5.6,896,53058786
22949,2009,Comedy,Walt Becker,5.2,210,57219310
12437,2009,Fantasy,Patrick Tatopoulos,6.2,1428,56353501
2959,2007,Comedy,Ken Kwapis,5.2,253,34307224
9957,2006,Comedy,Dennis Dugan,5.2,242,0
11648,2005,Comedy,Gary David Goldberg,5.8,140,28405313
9366,1997,Crime,Mike Newell,7.4,1147,6954997
1576,2002,Horror,Paul W.S. Anderson,6.4,2065,69984862
609,1982,Horror,Tobe Hooper,7.0,794,111500000
5516,2004,Comedy,Joel Coen,6.0,415,0
13051,2008,Action,John Moore,5.2,613,50416905
49530,2011,Action,Andrew Niccol,6.7,3417,133930596
34806,2010,Comedy,Alan Poul,5.7,458,42477008
49022,2011,Comedy,Luke Greenfield,5.9,296,24901913
11469,2001,Adventure,Gil Junger,5.1,287,0
23479,1976,Comedy,Michael Ritchie,6.9,97,323292
11667,1994,Action,Steven E. de Souza,4.1,325,64423521
423,2002,Drama,Roman Polanski,8.0,1864,85072577
2447,2006,Drama,Catherine Hardwicke,6.4,35,-35000000
10066,2005,Horror,Jaume Collet-Serra,5.5,677,28766121
2288,2004,Drama,Mike Nichols,6.7,811,88505027
88794,2011,Drama,Clint Eastwood,6.0,741,49606030
13515,2008,Horror,Alexandre Aja,6.0,485,37436439
11979,2002,Drama,Michael Rymer,5.4,239,10479110
169,1990,Science Fiction,Stephen Hopkins,5.9,730,22120318
8090,2008,Drama,Gregory Hoblit,5.9,238,-2516590
11622,1999,Comedy,Hugh Wilson,6.3,245,5263020
3604,1980,Science Fiction,Mike Hodges,6.1,233,-7892040
9541,2004,Comedy,Kevin Smith,5.8,325,1098382
94348,2012,Action,Rob Cohen,5.1,300,-14646768
8197,1997,Crime,Clint Eastwood,6.3,157,-9894745
336004,2015,Crime,Scott Mann,5.6,318,-4800000
35019,2010,Comedy,Susanna White,6.0,436,58246388
10410,1992,Crime,Danny DeVito,6.1,81,-35000000
8836,2008,Drama,Chris Carter,5.5,523,38369434
14442,2004,Family,Tommy O'Haver,5.9,437,-3611233
321741,2015,Drama,Peter Landesman,7.0,823,15363790
59965,2011,Thriller,John Singleton,5.6,961,47087155
14175,2005,Animation,Gary Chapman,5.2,235,-15521894
11004,2000,Comedy,Curtis Hanson,6.9,161,-35000000
11918,2008,Action,Craig Mazin,4.9,379,-9128166
98357,2013,Thriller,Allen Hughes,5.7,593,-36298836
10012,2005,Horror,Wes Craven,5.1,167,-15705099
49526,2012,Crime,David Koepp,6.2,832,-3916401
268920,2015,Action,Anne Fletcher,5.4,647,16680201
9093,2002,War,Shekhar Kapur,6.5,159,-5117355
119283,2013,Action,Taylor Hackford,5.7,1455,11216641
11823,2004,Comedy,Richard Loncraine,6.0,293,10512007
35169,2010,Comedy,Roger Kumble,4.6,149,4340177
118957,2012,Action,Kimble Rendall,5.3,191,-30000000
849,1983,Fantasy,Peter Yates,5.8,129,-10480540
4515,2007,Action,Robert Redford,6.0,216,28215872
18886,1991,Action,John Milius,5.7,31,-35000000
6575,2007,Comedy,Jake Kasdan,6.6,212,-16682849
6440,2001,Drama,Lasse Hallström,6.4,108,0
13496,2001,Action,Les Mayfield,5.7,55,-21321087
18320,2009,Drama,Jean-Marc Vallée,7.0,322,-7590111
22787,2009,Action,Dominic Sena,5.3,220,-27793972
8967,2011,Drama,Terrence Malick,6.5,987,22674226
37498,1998,Action,Tsui Hark,4.7,64,-33000000
144336,2014,Action,David Ayer,5.5,555,-17491482
9616,2003,Drama,Brian Helgeland,4.8,91,-23439194
13056,2008,Action,Lexi Alexander,5.6,294,-10410627
14113,2006,Family,Peter Hewitt,4.9,135,-22493812
285783,2015,Adventure,Robert Zemeckis,6.9,1121,26181942
49478,1997,Fantasy,Ronny Yu,4.7,9,0
9726,2006,Comedy,Ridley Scott,6.5,357,7064105
20763,1992,Drama,Richard Donner,6.6,53,-30348023
9702,1993,Action,Taylor Hackford,7.7,115,-35000000
9311,1997,Action,Bille August,6.6,60,-35000000
9280,2002,Thriller,Brian De Palma,6.2,142,-18161090
26843,1981,Action,Moustapha Akkad,7.4,34,-35000000
11876,1995,War,Jean-Paul Rappeneau,6.7,25,-20000000
22267,1999,Drama,Ang Lee,6.6,49,-37364904
45958,2010,Drama,Alejandro González Iñárritu,7.0,291,25147786
1969,2006,Action,Joachim Rønning,5.8,307,-24503683
310706,2009,Drama,Tony Kaye,0.0,0,0
198663,2014,Action,Wes Ball,7.0,5371,314319861
239573,2015,Comedy,Ken Scott,5.0,320,-20568747
10436,1993,Drama,Martin Scorsese,7.0,169,-1744560
1381,2006,Drama,Darren Aronofsky,6.8,827,-19695110
2162,1999,Action,Hugh Johnson,5.3,29,-58736034
127493,2012,Action,Simon West,5.1,344,-32893443
12429,2008,Animation,Hayao Miyazaki,7.5,926,145801819
228205,2015,Drama,"George Tillman, Jr.",7.3,1064,29013281
2900,1999,Drama,Rand Ravich,5.4,254,-55401412
21311,2000,Romance,Hugh Hudson,5.3,18,-34000000
77875,2012,Comedy,Gabriele Muccino,5.4,240,-35000000
192136,2013,Drama,Justin Chadwick,6.5,224,-7670000
18254,1981,Drama,Warren Beatty,7.1,67,8382659
881,1992,Drama,Rob Reiner,7.1,877,203240178
10877,2001,Action,Andrzej Bartkowiak,5.3,110,29958599
9600,2000,Crime,Raja Gosnell,5.6,506,143959438
202575,2013,Family,Ben Stassen,6.3,121,-34000000
71469,2011,Horror,Chris Gorak,4.8,469,34626786
85446,2012,Music,Scott Speer,6.7,663,107470746
326,2006,Action,David R. Ellis,5.1,497,29022014
10685,2000,Mystery,Joe Charbanic,4.9,110,-33000000
7220,2004,Action,Jonathan Hensleigh,6.1,766,21700105
9763,2005,Drama,Danny Cannon,6.6,238,-2389127
72387,2012,Action,Boaz Yakin,6.3,799,10346186
12596,1999,Comedy,Mike Newell,5.7,116,-33000000
1892,1983,Adventure,Richard Marquand,7.9,4665,540350000
13460,2008,Action,Neil Marshall,5.8,363,-7788574
8055,2008,Drama,Stephen Daldry,7.2,813,81019290
50647,2012,Comedy,David Wain,5.3,394,-10840066
10719,2003,Comedy,Jon Favreau,6.4,987,141398518
9294,1996,Drama,Jon Turteltaub,6.2,323,120036382
11888,2002,Adventure,Brian Levant,5.3,185,-33000000
9647,1988,Fantasy,Richard Donner,6.7,390,60328000
9353,2006,Comedy,Jared Hess,5.6,359,48197993
55721,2011,Comedy,Paul Feig,6.5,1661,255883523
109414,2013,Action,Seth Rogen,6.3,2359,94041322
10307,1999,Horror,Rupert Wainwright,6.0,242,21041732
11978,2000,Drama,"George Tillman, Jr.",7.0,544,16814909
22907,2010,Action,John Luessenhop,6.0,394,37055695
87567,2013,Comedy,Justin Zackham,5.7,414,-13180652
38322,2011,Crime,John Whitesell,5.3,313,51615414
45612,2011,Thriller,Duncan Jones,7.1,2699,115332697
7305,1993,Action,Frank Marshall,6.7,374,4733909
3594,2007,Thriller,Joel Schumacher,6.3,1018,47566815
157841,2013,Adventure,Jean-Pierre Jeunet,6.7,232,-23505211
11519,1979,Action,Steven Spielberg,5.6,143,-3244258
12920,2005,Drama,John Gatins,6.3,67,0
59,2005,Drama,David Cronenberg,6.9,832,28740827
9335,2005,Action,Louis Leterrier,6.2,1061,53167639
12106,1995,Action,Sam Raimi,6.3,427,-13447540
11141,2004,Action,Peter Howitt,5.6,104,2016165
8649,1999,Drama,Martin Scorsese,6.6,225,-32000000
31867,2010,Action,Miguel Sapochnik,6.2,620,-13590109
10253,2007,Fantasy,Shim Hyung-Rae,4.0,104,-16412596
3587,1996,Fantasy,Norman Jewison,5.4,44,-32000000
124459,2013,Comedy,Don Scardino,5.3,724,-2562119
